booking_provider,checkIn,checkOut,hotel_features,hotel_name,locality,no_of_deals,price_per_night,reviews,tripadvisor_rating,url
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Room service,Visit hotel website",Executive Hotel LeSoleil,new york,14,$139,1255 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d7816364-Reviews-Executive_Hotel_LeSoleil-New_York_City_New_York.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",YOTEL New York,new york,16,$141,12365 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d2079052-Reviews-YOTEL_New_York-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Restaurant,Room service,Visit hotel website",The Bentley Hotel,new york,16,$116,4800 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d99302-Reviews-The_Bentley_Hotel-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Bar/Lounge",Pod 51 Hotel,new york,14,$149,5435 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d93358-Reviews-Pod_51_Hotel-New_York_City_New_York.html
Booking.com,2019/03/29,2019/03/30,"Pool,Restaurant,Visit hotel website",Crowne Plaza Times Square Manhattan,new york,17,$149,11203 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d93454-Reviews-Crowne_Plaza_Times_Square_Manhattan-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Restaurant,Bar/Lounge",Arthouse Hotel New York City,new york,12,$207,6691 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d99288-Reviews-Arthouse_Hotel_New_York_City-New_York_City_New_York.html
GardenInn.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",Hilton Garden Inn Times Square,new york,15,$153,8250 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d99352-Reviews-Hilton_Garden_Inn_Times_Square-New_York_City_New_York.html
Official Site,2019/03/29,2019/03/30,"Bar/Lounge,Fitness center,Visit hotel website",Park Central Hotel New York,new york,17,$135,6373 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d93520-Reviews-Park_Central_Hotel_New_York-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",Hotel 50 Bowery NYC,new york,17,$239,1364 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d10066892-Reviews-Hotel_50_Bowery_NYC-New_York_City_New_York.html
Orbitz.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",Dream Midtown,new york,18,$175,809 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d75688-Reviews-Dream_Midtown-New_York_City_New_York.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",Stewart Hotel,new york,17,$139,6976 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d93562-Reviews-Stewart_Hotel-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Pool,Visit hotel website",Dream Downtown,new york,16,$235,4040 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d2173604-Reviews-Dream_Downtown-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Fitness center",The Evelyn,new york,16,$199,145 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d99389-Reviews-The_Evelyn-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Room service,Bar/Lounge,Visit hotel website",Lotte New York Palace,new york,15,$275,4683 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d126260-Reviews-Lotte_New_York_Palace-New_York_City_New_York.html
AMOMA,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",Hilton Garden Inn New York/West 35th Street,new york,16,$200,5802 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d1218792-Reviews-Hilton_Garden_Inn_New_York_West_35th_Street-New_York_City_New_York.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Breakfast included,Visit hotel website",Park Terrace Hotel on Bryant Park,new york,10,$255,146 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d15135187-Reviews-Park_Terrace_Hotel_on_Bryant_Park-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant",The Lucerne Hotel,new york,15,$299,2643 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d99281-Reviews-The_Lucerne_Hotel-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website","The Beekman, A Thompson Hotel",new york,19,$349,995 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d8615610-Reviews-The_Beekman_A_Thompson_Hotel-New_York_City_New_York.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant",Pod 39 Hotel,new york,12,$135,3954 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d3235844-Reviews-Pod_39_Hotel-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",Arlo NoMad,new york,19,$207,1162 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d10541730-Reviews-Arlo_NoMad-New_York_City_New_York.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",Hilton Garden Inn NYC Financial Center/Manhattan Downtown,new york,15,$135,466 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d12297961-Reviews-Hilton_Garden_Inn_NYC_Financial_Center_Manhattan_Downtown-New_York_City_New_York.html
Official Hotel,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",Hotel on Rivington,new york,15,$345,1656 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d514488-Reviews-Hotel_on_Rivington-New_York_City_New_York.html
Booking.com,2019/03/29,2019/03/30,"Free Wifi,Bar/Lounge,Visit hotel website",Hotel Beacon,new york,17,$349,4697 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d93338-Reviews-Hotel_Beacon-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Breakfast included,Visit hotel website",Hampton Inn Manhattan-Times Square North,new york,15,$159,6303 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d93457-Reviews-Hampton_Inn_Manhattan_Times_Square_North-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",The Wagner at the Battery,new york,15,$215,2632 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d222959-Reviews-The_Wagner_at_the_Battery-New_York_City_New_York.html
Expedia.com,2019/03/29,2019/03/30,"Free Wifi,Breakfast included,Visit hotel website",Washington Square Hotel,new york,17,$334,1718 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d93382-Reviews-Washington_Square_Hotel-New_York_City_New_York.html
Booking.com,2019/03/29,2019/03/30,"Restaurant,Room service,Visit hotel website",The Westin New York Grand Central,new york,17,$170,4718 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d93593-Reviews-The_Westin_New_York_Grand_Central-New_York_City_New_York.html
AMOMA,2019/03/29,2019/03/30,"Restaurant,Room service,Visit hotel website",Novotel New York Times Square,new york,15,$454,7095 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d93516-Reviews-Novotel_New_York_Times_Square-New_York_City_New_York.html
AMOMA,2019/03/29,2019/03/30,"Free Wifi,Restaurant",The Roxy Hotel Tribeca,new york,18,$267,1271 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d208455-Reviews-The_Roxy_Hotel_Tribeca-New_York_City_New_York.html
Otel.com,2019/03/29,2019/03/30,"Restaurant,Room service,Visit hotel website",Warwick New York,new york,17,$381,4918 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d112064-Reviews-Warwick_New_York-New_York_City_New_York.html
Agoda.com,2019/03/29,2019/03/30,"Free Wifi,Restaurant,Visit hotel website",TRYP New York City Times Square South,new york,18,$159,4516 ,,http://www.tripadvisor.com/Hotel_Review-g60763-d2253206-Reviews-TRYP_New_York_City_Times_Square_South-New_York_City_New_York.html
